folder,album_artist,album,current_genre,tracks,new_genre,
Y:\Stan Getz\Stan Getz - The complete roost recordings (1997),Stan Getz,The complete roost recordings (CD 1),,59,,
Y:\Stan Getz & Chet Baker\Stan Getz & Chet Baker - quintessence Vol II (2000),Stan Getz & Chet Baker,quintessence Vol II,,7,,
Y:\Stars Of The Lid\Stars Of The Lid - And Their Refinement of the Decline (2007),Stars Of The Lid,And Their Refinement of the Decline [CD1],,18,,
Y:\Stars Of The Lid\Stars Of The Lid - The Tired Sounds Of Stars Of The Lid (2001),Stars Of The Lid,The Tired Sounds Of Stars Of The Lid,,19,,
Y:\Stealing Sheep\Stealing Sheep - Big Wows (2019),Stealing Sheep,Big Wows,,11,,
Y:\Stereo MC_s\Stereo MC_s - Connected(1992),Stereo MC's,Connected,,12,,
Y:\Compilations\Various Artists - DJ-Kicks (2000),Stereo MC's,DJ-Kicks,,25,,
Y:\Evan Parker\Evan Parker - Steve Lacy (1991),"Steve Lacy, Evan Parker",Chirps,,6,,
Y:\Steve Miller Band\Greatest Hits (2006),Steve Miller Band,Greatest Hits,Rock | Blues | Blues Rock | Psychedelic Rock | Rock'n'Roll | Hard Rock | AOR | Melodic Rock | Progressive Rock | Art Rock | Contemporary Pop Rock | Soft Rock | Disco Rock | Country Rock | Classic Rock,10,,
Y:\Steve Reich\Steve Reich - Different Trains Piano Phase (2006),Steve Reich,Different Trains Piano Phase,,8,,
Y:\Steve Reich\Steve Reich - Double Sextet2x5 (2010),Steve Reich,Double Sextet/2x5,,6,,
Y:\Steve Reich\Steve Reich - Drumming (1987),Steve Reich,Drumming,,4,,
Y:\Steve Reich\Steve Reich - Music for 18 Musicians (2007),Steve Reich,Music for 18 Musicians,,14,,
Y:\Steve Reich\Steve Reich - Radio Rewrite (2014),Steve Reich,Radio Rewrite,,9,,
Y:\Steve Reid\Steve Reid - Nova (1976),Steve Reid,Nova,Blues,5,,
Y:\Stevie Wonder\Stevie Wonder - For Once In My Life(1968),Stevie Wonder,For Once In My Life,,12,,
Y:\Stevie Wonder\Stevie Wonder - I Was Made to Love Her(1967),Stevie Wonder,I Was Made to Love Her,"R&B, Soul",12,,
Y:\Stevie Wonder\Stevie Wonder - Innervisions(1973),Stevie Wonder,Innervisions,Jazz+Funk,9,,
Y:\Stevie Wonder\Stevie Wonder - Signed Sealed & Delivered(1970),Stevie Wonder,Signed Sealed & Delivered,Rhythmic Soul,12,,
Y:\Stevie Wonder\Stevie Wonder - Songs In The Key Of Life(1976),Stevie Wonder,Songs in the Key of Life,R&B,17,,
Y:\Stevie Wonder\Stevie Wonder - Stevie At The Beach(1964),Stevie Wonder,Stevie At The Beach,,11,,
Y:\Stevie Wonder\Stevie Wonder - Talking Book(1972),Stevie Wonder,Talking Book,Blues,10,,
Y:\Sturgill Simpson\Sturgill Simpson - High Top Mountain (2013),Sturgill Simpson,High Top Mountain,Country,12,,
Y:\Sturgill Simpson\Sturgill Simpson - Metamodern Sounds In Country Music (2014),Sturgill Simpson,Metamodern Sounds In Country Music,,9,,
Y:\Suede\Suede - Beautiful Ones An Introduction To Suede (2016),Suede,Beautiful Ones: An Introduction to Suede,,15,,
Y:\Suede\Suede - Dog Man Star(1994),Suede,Dog Man Star,,12,,
Y:\Suede\Suede - Suede(1993),Suede,Suede,,11,,
Y:\Sufjan Stevens\Sufjan Stevens - Carrie & Lowell (2015),Sufjan Stevens,Carrie & Lowell,Indie,11,,
Y:\Sufjan Stevens\Sufjan Stevens - Enjoy Your Rabbit (2001),Sufjan Stevens,Enjoy Your Rabbit,,14,,
Y:\Sufjan Stevens\Sufjan Stevens - Greetings From Michigan The Great Lake State (2003),Sufjan Stevens,Greetings From Michigan: The Great Lake State,,15,,
Y:\Sufjan Stevens\Sufjan Stevens - Illinois (2005),Sufjan Stevens,Illinois,,22,,
Y:\Sufjan Stevens\Sufjan Stevens - Seven Swans (2004),Sufjan Stevens,Seven Swans,,12,,
Y:\Sufjan Stevens\Sufjan Stevens - Silver & Gold Vol. 10 - Christmas Unicorn (2012),Sufjan Stevens,Silver & Gold Vol. 10 - Christmas Unicorn,,9,,
Y:\Sufjan Stevens\Sufjan Stevens - Silver & Gold Vol. 6 - Gloria (2012),Sufjan Stevens,Silver & Gold Vol. 6 - Gloria,,8,,
Y:\Sufjan Stevens\Sufjan Stevens - Silver & Gold Vol. 7 - I Am Santa's Helper! (2012),Sufjan Stevens,Silver & Gold Vol. 7 - I Am Santa's Helper!,,23,,
Y:\Sufjan Stevens\Sufjan Stevens - Silver & Gold Vol. 8 - Infinity Voyage (2012),Sufjan Stevens,Silver & Gold Vol. 8 - Infinity Voyage,,9,,
Y:\Sufjan Stevens\Sufjan Stevens - Silver & Gold Vol. 9 - Let It Snow! (2012),Sufjan Stevens,Silver & Gold Vol. 9 - Let It Snow!,,9,,
Y:\Sufjan Stevens\Sufjan Stevens - The Age Of Adz (2010),Sufjan Stevens,The Age Of Adz,,11,,
Y:\Sufjan Stevens\Sufjan Stevens - The Avalanche (2006),Sufjan Stevens,The Avalanche,,21,,
Y:\Sufjan Stevens\Sufjan Stevens - The BQE (2009),Sufjan Stevens,The BQE,,13,,
Y:\Suicide\Suicide - Suicide (1980),Suicide,Suicide,,13,,
Y:\Suicide\Suicide - Suicide(1978),Suicide,Suicide,,9,,
Y:\Sultans Of Ping FC\Sultans Of Ping FC - Casual Sex In The Cineplex (1993),Sultans Of Ping FC,Casual Sex In The Cineplex,,12,,
Y:\Sun Kil Moon\Sun Kil Moon - Admiral Fell Promises (2010),Sun Kil Moon,Admiral Fell Promises,Blues,10,,
Y:\Sun Kil Moon\Sun Kil Moon - Among The Leaves (2012),Sun Kil Moon,Among The Leaves [CD 1],Blues,22,,
Y:\Sun Kil Moon\Sun Kil Moon - April (2008),Sun Kil Moon,April [CD 1],Blues,15,,
Y:\Sun Kil Moon\Sun Kil Moon - Benji (Limited Edition) (2014),Sun Kil Moon,Benji (Limited Edition) CD1,Indie Rock / Folk Rock / Acoustic,16,,
Y:\Sun Ra\Sun Ra - Atlantis (1967),Sun Ra,Atlantis,,6,,
Y:\Sun Ra\Sun Ra - New Horizons (2008),Sun Ra,New Horizons,,19,,
Y:\Sun Ra\Sun Ra - Secrets Of The Sun (2009),Sun Ra,Secrets Of The Sun,,7,,
Y:\Sun Ra\Sun Ra - Space Is the Place(1998),Sun Ra,Space Is the Place,,5,,
Y:\Sun Ra\Sun Ra - The Antique Blacks (2009),Sun Ra,The Antique Blacks,,8,,
"Y:\Sun Ra\Sun Ra - Heliocentric Worlds, Vol. 2 (1965)",Sun Ra,The Heliocentric Worlds Of Sun Ra Vol. 2,Jazz,3,,
"Y:\Sun Ra\Sun Ra - Heliocentric Worlds, Vol. 1 (1969)",Sun Ra,"The Heliocentric Worlds of Sun Ra, Vol. 1",Jazz,7,,
Y:\Sun Ra\Sun Ra - The Magic City (1965),Sun Ra,The Magic City,,4,,
Y:\Sun Ra\Sun Ra - The Night of the Purple Moon (2007),Sun Ra,The Night of the Purple Moon,,15,,
Y:\Sun Ra\Sun Ra - Toward The Stars (Pioneering in 1955-1956) (2007),Sun Ra,Toward The Stars (Pioneering in 1955-1956),,14,,
Y:\Sun Ra\Sun Ra - Jazz In Silhouette (1958),Sun Ra and his Arkestra,Jazz in Silhouette,Jazz,8,Jazz,
Y:\Sun Ra\Sun Ra - His Arkestra (2014),"Sun Ra, His Arkestra",In The Orbit Of Ra [CD 2],Blues,20,,
Y:\Sunnyland Slim\Sunnyland Slim - Johnny Shines (2010),Sunnyland Slim,ABC of the Blues [52-CD Box Set]  [CD 42],,20,Blues,
Y:\Super Furry Animals\Super Furry Animals - Dark DaysLight Years (2009),Super Furry Animals,Dark Days/Light Years,,12,,
Y:\Super Furry Animals\Super Furry Animals - Rings Around The World (2001),Super Furry Animals,Rings Around The World,Blues,13,,
Y:\Supergrass\Supergrass - I Should Coco(1995),Supergrass,I Should Coco,Blues,13,,
Y:\Supergrass\Supergrass - In It For The Money (1997),Supergrass,In It For The Money,Blues,12,,
Y:\Superpitcher\Superpitcher - Kilimanjaro (2010),Superpitcher,Kilimanjaro,,11,,
Y:\Surfer Blood\Surfer Blood - Astrocoast(2010),Surfer Blood,Astrocoast,,10,,
Y:\Swell Maps\Swell Maps - A Trip To Marineville (1979),Swell Maps,A Trip To Marineville,,22,,
Y:\Swell Maps\Swell Maps - Jane From Occupied Europe (2004),Swell Maps,Jane From Occupied Europe,Blues,16,,
Y:\Syl Johnson\Syl Johnson - Is It Because I'm Black (69'-71') (2006),Syl Johnson,Is It Because I'm Black? (69'-71'),Blues,20,,
"Y:\T. Rex\T. Rex - The Albums Collection (10CD, Box-Set) (2014)",T. Rex,T.Rex,Rock,129,,
Y:\T. Rex\T. Rex - Unicorn (1969),T.Rex,Unicorn,,16,,
Y:\Compilations\Various Artists - Berghain 02 (Marcel Dettmann) (2008),Tadeo,Berghain 02 (Marcel Dettmann),,17,,
Y:\Talking Heads\Talking Heads - Fear Of Music (1979),Talking Heads,Fear Of Music,Blues,11,,
Y:\Talking Heads\Talking Heads - Little Creatures (1985),Talking Heads,Little Creatures,,9,,
Y:\Talking Heads\Talking Heads - Live at GBGB_ NY (bootleg)(1975),Talking Heads,"Live at GBGB, NY (bootleg)",,6,,
Y:\Talking Heads\Talking Heads - Live at The Agora_ Cleveland(1979),Talking Heads,"Live at The Agora, Cleveland",,10,,
Y:\Talking Heads\Talking Heads - More Songs About Buildings And Food (1978),Talking Heads,More Songs About Buildings And Food,Blues,11,,
Y:\Talking Heads\Talking Heads - Naked(1988),Talking Heads,Naked,,11,,
Y:\Talking Heads\Talking Heads - Rare 12'' Mixes (2005),Talking Heads,Rare 12'' Mixes,,9,,
Y:\Talking Heads\Talking Heads - Remain In Light (1980),Talking Heads,Remain In Light,,12,,
Y:\Talking Heads\Talking Heads - Sand In The Vaseline - Popular Favorites (1976-1992) (1992),Talking Heads,Sand In The Vaseline - Popular Favorites (1976-1992) [CD 1],Blues,33,,
Y:\Talking Heads\Talking Heads - Speaking In Tongues (1983),Talking Heads,Speaking In Tongues,Blues,9,,
Y:\Talking Heads\Talking Heads - Stop Making Sense (Special Edition) (1999),Talking Heads,Stop Making Sense (Special Edition),,16,,
Y:\Talking Heads\Talking Heads - Talking Heads 77 (1977),Talking Heads,Talking Heads: 77,,11,,
Y:\Talking Heads\Talking Heads - The name of this band is Talking Heads (1982),Talking Heads,The Name of This Band is Talking Heads,Rock,33,,
Y:\Tame Impala\Tame Impala - Currents (2015),Tame Impala,Currents,Blues,13,,
Y:\Tame Impala\Tame Impala - Innerspeaker (Limited Edition) (2011),Tame Impala,Innerspeaker (Limited Edition),,20,,
Y:\Tame Impala\Tame Impala - Lonerism (Limited Edition) (2012),Tame Impala,Lonerism (Limited Edition) [CD 1],Psychedelic Rock,17,,
"Y:\Tangerine Dream\Tangerine Dream - Atem (2011, Remaster) (1973)",Tangerine Dream,"Atem (2011, Remaster) [CD 1]",Blues,5,,
Y:\Tangerine Dream\Tangerine Dream - Cyclone(1978),Tangerine Dream,Cyclone,Blues,3,,
Y:\Tangerine Dream\Tangerine Dream - Exit(1981),Tangerine Dream,Exit,Blues,6,,
Y:\Tangerine Dream\Tangerine Dream - Phaedra (1974),Tangerine Dream,Phaedra,Blues,4,,
Y:\Tangerine Dream\Tangerine Dream - Rubycon (1975),Tangerine Dream,Rubycon,Blues,2,,
Y:\Tangerine Dream\Tangerine Dream - Stratosfear(1976),Tangerine Dream,Stratosfear,Blues,4,,
Y:\Tangerine Dream\Tangerine Dream - White Eagle(1982),Tangerine Dream,White Eagle,Blues,4,,
Y:\Haruomi Hosono\Haruomi Hosono - Tatsuro Yamashita (1978),"Tatsuro Yamashita, Shigeru Suzuki, Haruomi Hosono",Pacific,Blues,8,,
Y:\Taylor Swift\1989,Taylor Swift,1989,Pop,13,,
Y:\Taylor Swift\Fearless (International Version),Taylor Swift,Fearless (International Version),,16,,
Y:\Taylor Swift\folklore,Taylor Swift,folklore,Alternative,16,,
Y:\Taylor Swift\Lover,Taylor Swift,Lover,Pop,18,,
Y:\Taylor Swift\Red,Taylor Swift,Red,,16,,
Y:\Taylor Swift\reputation,Taylor Swift,reputation,Pop,15,,
Y:\Taylor Swift\Speak Now,Taylor Swift,Speak Now,Pop,14,,
Y:\Taylor Swift\Taylor Swift,Taylor Swift,Taylor Swift,,15,,
Y:\Jimmy Witherspoon\Jimmy Witherspoon - T-Bone Walker (2010),T-Bone Walker,ABC of the Blues [52-CD Box Set]  [CD 46],,20,Blues,
Y:\Compilations\Various Artists - Fabriclive 70 Friction (2013),Technimatic,Fabriclive 70: Friction,,31,,
Y:\Teenage Jesus and The Jerks\Teenage Jesus and The Jerks - Live 1977-1979 (2015),Teenage Jesus and The Jerks,Live 1977-1979,Blues,27,,
Y:\Television\Television - Adventure (2003_ Remaster)(1978),Television,"Adventure (2003, Remaster)",,12,,
Y:\Television\Television - Double Exposure(1975),Television,Double Exposure,,15,,
Y:\Television\Television - Marquee Moon(1977),Television,Marquee Moon,,13,,
Y:\Teodor Currentzis\Teodor Currentzis - Stravinsky - Le Sacre Du Printemps (2015),Teodor Currentzis,Stravinsky - Le Sacre Du Printemps,Blues,14,,
Y:\Terry reid\Terry reid - River (1973),Terry Reid,River,Rock,7,,
Y:\Terry Riley\Terry Riley - A Rainbow in Curved Air (1967),Terry Riley,A Rainbow in Curved Air,,2,,
Y:\Test Dept\Test Dept. - A Good Night Out (1987),Test Dept.,A Good Night Out,,7,,
Y:\Test Dept\Test Dept. - Beating A Retreat (1984),Test Dept.,Beating A Retreat,,7,,
Y:\Test Dept\Test Dept. - Ecstacy Under Duress (1984),Test Dept.,Ecstacy Under Duress,,11,,
Y:\Test Dept\Test Dept. - The Unacceptable Face Of Freedom (1987),Test Dept.,The Unacceptable Face Of Freedom,,11,,
Y:\The 1975\The 1975 - The 1975 (Deluxe Edition) (2013),The 1975,The 1975 (Deluxe Edition) [CD 2],,33,,
Y:\the Afghan Whigs\the Afghan Whigs - Gentlemen (1993),the Afghan Whigs,Gentlemen,Blues,11,,
Y:\The Amps\The Amps - Pacer (1995),The Amps,Pacer,Blues,12,,
"Y:\Compilations\Various Artists - Nigeria Special Modern Highlife, Afro-Sounds & Nigerian Blues 1970-6 (2008)",the Anambra Beats,"Nigeria Special: Modern Highlife, Afro-Sounds & Nigerian Blues 1970-6",,26,,
Y:\the Appleseed Cast\the Appleseed Cast - Low Level Owl Vol. 1(2001),the Appleseed Cast,Low Level Owl Vol. 1,,14,,
Y:\the Appleseed Cast\the Appleseed Cast - Low Level Owl Vol. 2(2001),the Appleseed Cast,Low Level Owl Vol. 2,,12,,
Y:\Andrew Weatherall - Masterpiece_ Created By Andrew Weatherall [2 CD](2012),The Asphodells,Masterpiece: Created By Andrew Weatherall [2 CD],,36,,
Y:\the Association\the Association - The Complete Warner Bros. and Valiant Singles Collection (2012),The Association,The Complete Warner Bros. & Valiant Singles Collection [CD 2],Pop,37,,
"Y:\Compilations\Various_Artists_-_Common_People,_Brit_Pop,_The_Story_(3CD)_(2009)",the Auteurs,"Common People, Brit Pop, The Story (3CD)",,54,,
Y:\The B-52_s\The B-52_s - The B-52_s(1979),The B-52's,The B-52's,,9,,
Y:\The B-52_s\The B-52_s - Whammy (1983),The B-52's,Whammy,,9,,
Y:\The B-52_s\The B-52_s - Wild Planet(1980),The B-52's,Wild Planet,,9,,
Y:\Nick Cave\Nick Cave - The Bad Seeds (1986),"The Bad Seeds, Nick Cave",Your Funeral My Trial (Digital Remaster 2009),,8,,
Y:\Band\Band - Live At The Academy Of Music 1971 (The Rock Of Ages Concerts) (1971),The Band,Live At The Academy Of Music 1971 (The Rock Of Ages Concerts) [CD 2],,56,,
Y:\Band\Band - Music from Big Pink (1968),The Band,Music from Big Pink,,11,,
Y:\Band\Band - The Band(1969),The Band,The Band,,12,,
Y:\The Beach Boys\The Beach Boys - All Summer Long(1964),The Beach Boys,All Summer Long,Pop,12,,
Y:\The Beach Boys\The Beach Boys - Christmas Album(1964),The Beach Boys,Christmas Album,Pop,16,,
Y:\The Beach Boys\The Beach Boys - Little Deuce Coupe(1963),The Beach Boys,Little Deuce Coupe,Rock,12,,
Y:\The Beach Boys\The Beach Boys - Lost & Found (1961-1962)(1961),The Beach Boys,Lost & Found (1961-1962),,21,,
Y:\The Beach Boys\The Beach Boys - Pet Sounds (Remastered_ 1996)(1966),The Beach Boys,"Pet Sounds (Remastered, 1996)",,16,,
Y:\The Beach Boys\The Beach Boys - Smiley Smile (Japan Pastmasters)(1967),The Beach Boys,Smiley Smile (Japan Pastmasters),,11,,
Y:\The Beach Boys\The Beach Boys - Surfer Girl(1963),The Beach Boys,Surfer Girl,Oldies,12,,
Y:\The Beach Boys\The Beach Boys - Surfin Safari(1962),The Beach Boys,Surfin Safari,,12,,
Y:\The Beach Boys\The Beach Boys - Surfin_ USA(1963),The Beach Boys,Surfin' USA,,12,,
Y:\The Beach Boys\The Beach Boys - Today! & Summer Days (And Summer Nights!!)(1965),The Beach Boys,Today! & Summer Days (And Summer Nights!!),,29,,
Y:\Beatles\Beatles - 1 (2000),The Beatles,1,,27,,
Y:\Beatles\Beatles - 1967 - 1970 (1973),The Beatles,1967 - 1970 [CD 1],,28,,
Y:\Beatles\Beatles - Abbey Road (Super Deluxe Edition) (2019),The Beatles,Abbey Road (Super Deluxe Edition) [CD 1],Blues,40,,
"Y:\Beatles\Beatles - Anthology Collection (8CD, Box-Set) (2025)",The Beatles,Anthology 1,Rock/Pop,191,,
"Y:\Beatles\Beatles_-_Anthology_Collection_(8CD,_Box-Set)_(2025)",The Beatles,Anthology 1,Rock/Pop,191,,
Y:\Beatles\Beatles - Get Back (The Rooftop Performance) (2022),The Beatles,Get Back (The Rooftop Performance),Classic Rock,10,,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs,  Vol. 2 - Los Paranoias (1999)",The Beatles,"John Barrett's Cassette Dubs,  Vol. 2 - Los Paranoias",Blues,9,Rock,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs,  Vol. 3 - She Loves You (1999)",The Beatles,"John Barrett's Cassette Dubs,  Vol. 3 - She Loves You",Blues,25,Rock,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs,  Vol. 4 - How Do You Do It (1999)",The Beatles,"John Barrett's Cassette Dubs,  Vol. 4 - How Do You Do It",Blues,21,Rock,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs, Vol. 5 - Odds & Ends (1999)",The Beatles,"John Barrett's Cassette Dubs, Vol. 5 - Odds & Ends",Blues,14,Rock,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs, Vol. 6 - Abbey Road Video Show (1999)",The Beatles,"John Barrett's Cassette Dubs, Vol. 6 - Abbey Road Video Show",Blues,25,Rock,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs, Vol. 7 - Get Back Glyn Johns Mix Jan. 5, 1970 (1999)",The Beatles,"John Barrett's Cassette Dubs, Vol. 7 - Get Back: Glyn Johns Mix Jan. 5, 1970",Blues,16,Rock,
"Y:\Beatles\Beatles - John Barrett's Cassette Dubs, Vol. 8 - Sessions (1999)",The Beatles,"John Barrett's Cassette Dubs, Vol. 8 - Sessions",Blues,15,Rock,
"Y:\Beatles\Beatles - Let It Be (2009, Remaster) (1970)",The Beatles,"Let It Be (2009, Remaster)",,12,,
Y:\Beatles\Beatles - Live at the BBC (1962),The Beatles,Live at the BBC,,69,,
Y:\Beatles\Beatles - Live At The Hollywood Bowl (1964-1965) (2016),The Beatles,Live At The Hollywood Bowl (1964-1965),Blues,17,,
Y:\Beatles\Beatles - On Air - Live At The BBC Vol. 2 (2013),The Beatles,On Air - Live At The BBC Vol. 2 [CD 1],,63,,
Y:\Beatles\Beatles - Past Masters - Volume Two (1988),The Beatles,Past Masters - Volume Two,,15,,
Y:\Beatles\Beatles - Past Masters (1988),The Beatles,"Past Masters (2009, Stereo Remastered Parlophone) [CD 1]",,33,,
Y:\Beatles\Beatles - Revolver (Super Deluxe Edition) (2022),The Beatles,Revolver,Rock,63,,
Y:\Beatles\Beatles_-_Revolver_(Super_Deluxe_Edition)_(2022),The Beatles,Revolver,Rock,63,,
Y:\Beatles\Beatles - Revolver (Stereo - 2009 Remaster) (1966),The Beatles,Revolver (Stereo - 2009 Remaster),,14,,
Y:\Beatles\Beatles - Sgt. Peppers Lonely Hearts Club Band (2009 Stereo Remaster) (1967),The Beatles,Sgt. Peppers Lonely Hearts Club Band (2009 Stereo Remaster),,13,,
Y:\Beatles\Beatles - Sgt. Pepper's Lonely Hearts Club Band (50th Anniversary - Super Deluxe Edition) (2017),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (50th Anniversary - Super Deluxe Edition) [CD 4],Blues,65,,
Y:\Joan Baez\Joan Baez - Teatro Lirico di Milano (In Italy)(1967),The Beatles,Teatro Lirico di Milano (In Italy),,15,,
Y:\Beatles\Beatles - The Beatles 1962 1966 (2023 Edition) (2023),The Beatles,The Beatles 1962 – 1966 (2023 Edition),Rock,38,,
Y:\Beatles\Beatles - The Beatles 1962 1966 (2023 Edition)(2023),The Beatles,The Beatles 1962 – 1966 (2023 Edition),Rock,38,,
Y:\Beatles\Beatles - The Beatles 1967 1970 (2023 Edition) (2023),The Beatles,The Beatles 1967 – 1970 (2023 Edition),Rock,37,,
Y:\Beatles\Beatles - The Beatles 1967 1970 (2023 Edition)(2023),The Beatles,The Beatles 1967 – 1970 (2023 Edition),Rock,37,,
Y:\Beatles\Beatles - The Beatles White Album (Super Deluxe Edition) (2018),The Beatles,The Beatles: White Album (Super Deluxe Edition) [CD 3],Blues,107,,
"Y:\Beatles\Beatles - The U.S. Albums (13CD, Box-Set) (2014)",The Beatles,"The U.S. Albums (13CD, Box-Set) [CD 10]: 1965, Rubber Soul",,277,,
"Y:\Beatles\Beatles - Yellow Submarine (2009, Remaster) (1969)",The Beatles,"Yellow Submarine (2009, Remaster)",,13,,
Y:\The Birthday Party\The Birthday Party - Junkyard (1982),The Birthday Party,Junkyard,,13,,
Y:\The Birthday Party\The Birthday Party - MutinyThe Bad Seed (1983),The Birthday Party,Mutiny/The Bad Seed,,10,,
Y:\The Birthday Party\The Birthday Party - Prayers On Fire (1981),The Birthday Party,Prayers On Fire,,13,,
Y:\Black Lips\Black Lips - Arabia Mountain(2011),The Black Lips,Arabia Mountain,Punk,16,,
Y:\Bonzo Dog Band\Bonzo Dog Band - Bonzo Dog Doo-Dah Band (2011),The Bonzo Dog Band,A Dog's Life (The Albums 1967 - 1972),FOLK,62,,
Y:\The Brandt Brauer Frick Ensemble\The Brandt Brauer Frick Ensemble - Mr. Machine (2011),The Brandt Brauer Frick Ensemble,Mr. Machine,,8,,
Y:\The Bryan Ferry Orchestra\The Bryan Ferry Orchestra - The Great Gatsby Jazz Recordings (2013),The Bryan Ferry Orchestra,The Great Gatsby : Jazz Recordings,Rock | Pop Rock | Soft Rock | Glam Rock | New Wave | New Romantic | Rock Ballads | Classic Rock,14,,
Y:\The Bryan Ferry Orchestra\The Bryan Ferry Orchestra - The Jazz Age (2012),The Bryan Ferry Orchestra,The Jazz Age,Jazz Revival,13,,
Y:\The Cactus Blossoms\The Cactus Blossoms - You're Dreaming (2016),The Cactus Blossoms,You’re Dreaming,,11,,
Y:\the Caretaker\the Caretaker - An Emply Bliss Beyond This World (2011),the Caretaker,An Emply Bliss Beyond This World,,15,,
Y:\the Caretaker\the Caretaker - Everywhere At The End Of Time (Stage 1) (2016),the Caretaker,Everywhere At The End Of Time (Stage 1),Blues,12,,
Y:\the Caretaker\the Caretaker - Everywhere At The End Of Time (Stage 2) (2017),the Caretaker,Everywhere At The End Of Time (Stage 2),Blues,10,,
Y:\the Caretaker\the Caretaker - Everywhere At The End Of Time (Stage 3) (2017),the Caretaker,Everywhere At The End Of Time (Stage 3),Blues,16,,
Y:\The Carla Bley Band\The Carla Bley Band - European Tour 1977 (1977),The Carla Bley Band,European Tour 1977,,4,,
Y:\The Carla Bley Band\The Carla Bley Band - Live! (1981),The Carla Bley Band,Live!,,6,,
Y:\Compilations\Various Artists - Hard to Find 45s on CD Vol. 10 1960-1965 (2007),the Castells,Hard to Find 45s on CD Vol. 10: 1960-1965,,24,,
"Y:\Chameleons\Chameleons - Script Of The Bridge (2012, Remaster) (1983)",the Chameleons,"Script Of The Bridge (2012, Remaster)",,12,,
Y:\Chameleons\Chameleons - What Does Anything Mean Basically (Collectors Edition) (2CD) (2009),the Chameleons,What Does Anything Mean Basically (Collectors Edition) (2CD),,21,,
Y:\The Charlatans UK\The Charlatans UK - Between 10th And 11th (1992),The Charlatans UK,Between 10th And 11th,,10,,
Y:\The Charlatans UK\The Charlatans UK - Tellin' Stories (1997),The Charlatans UK,Tellin' Stories,,11,,
